1,0,0,4,0,7,1,1,5,1,4,6,4,7,0,5,5,5,6,7,2,5
1,1,0,4,0,7,1,1,5,1,4,6,4,7,0,5,5,5,6,7,2,5
1,1,0,4,0,7,0,1,5,1,4,6,4,7,0,5,5,5,6,7,2,5
1,1,0,4,0,7,0,1,5,0,4,6,4,7,0,5,5,5,6,7,2,5
1,1,0,4,0,7,0,1,5,0,4,6,6,7,0,5,5,5,6,7,2,5
1,1,0,4,0,7,0,1,5,0,4,6,6,0,0,5,5,5,6,7,2,5
1,1,0,4,0,7,0,1,5,0,4,6,6,0,0,2,5,5,6,7,2,5
1,1,0,4,0,7,0,1,5,0,4,6,6,0,0,2,5,4,6,7,2,5
1,1,0,4,0,7,0,1,5,0,4,6,6,0,0,2,5,4,6,6,2,5
1,1,0,4,0,7,0,1,5,0,4,6,6,0,0,2,5,4,6,6,2,6
1,1,0,4,0,7,0,1,5,0,4,6,6,0,0,2,6,4,6,6,2,6
1,1,0,4,0,7,0,1,5,0,4,6,6,0,5,2,6,4,6,6,2,6
1,1,0,4,0,7,0,1,5,0,4,6,6,0,5,2,6,4,5,6,2,6
1,1,0,4,0,7,0,1,5,0,4,6,6,0,5,2,6,4,5,6,0,6
1,1,0,4,0,7,0,1,5,0,4,6,6,0,5,6,6,4,5,6,0,6
1,1,4,4,0,7,0,1,5,0,4,6,6,0,5,6,6,4,5,6,0,6
1,1,4,4,0,7,0,1,5,1,4,6,6,0,5,6,6,4,5,6,0,6
1,1,4,4,0,7,1,1,5,1,4,6,6,0,5,6,6,4,5,6,0,6
1,0,4,4,0,7,1,1,5,1,4,6,6,0,5,6,6,4,5,6,0,6
1,0,4,2,0,7,1,1,5,1,4,6,6,0,5,6,6,4,5,6,0,6
0,0,4,2,0,7,1,1,5,1,4,6,6,0,5,6,6,4,5,6,0,6
0,0,4,2,0,7,1,1,1,1,4,6,6,0,5,6,6,4,5,6,0,6
0,0,4,2,1,7,1,1,1,1,4,6,6,0,5,6,6,4,5,6,0,6
0,0,4,2,1,5,1,1,1,1,4,6,6,0,5,6,6,4,5,6,0,6
0,0,4,2,1,5,1,0,1,1,4,6,6,0,5,6,6,4,5,6,0,6
0,0,4,2,1,5,1,0,1,1,4,7,6,0,5,6,6,4,5,6,0,6
0,0,4,2,1,5,1,0,1,1,5,7,6,0,5,6,6,4,5,6,0,6
