6,0,5,7,7,2,5,2,2,0,3,4,4,7,0,4,5,0,2,6,7,7,4,7
6,0,1,7,7,2,5,2,2,0,3,4,4,7,0,4,5,0,2,6,7,7,4,7
6,0,1,4,7,2,5,2,2,0,3,4,4,7,0,4,5,0,2,6,7,7,4,7
6,0,1,4,1,2,5,2,2,0,3,4,4,7,0,4,5,0,2,6,7,7,4,7
6,0,1,4,1,1,5,2,2,0,3,4,4,7,0,4,5,0,2,6,7,7,4,7
6,0,1,4,1,1,5,0,2,0,3,4,4,7,0,4,5,0,2,6,7,7,4,7
6,0,1,4,1,1,5,0,0,0,3,4,4,7,0,4,5,0,2,6,7,7,4,7
6,0,1,4,1,1,7,0,0,0,3,4,4,7,0,4,5,0,2,6,7,7,4,7
6,0,1,4,1,1,7,0,0,0,0,4,4,7,0,4,5,0,2,6,7,7,4,7
6,0,1,4,1,1,5,0,0,0,0,4,4,7,0,4,5,0,2,6,7,7,4,7
6,0,1,4,1,1,5,0,0,0,0,4,4,5,0,4,5,0,2,6,7,7,4,7
6,0,1,4,1,1,5,0,0,0,0,4,4,5,0,4,2,0,2,6,7,7,4,7
6,0,1,4,1,1,5,0,0,0,0,4,4,5,0,6,2,0,2,6,7,7,4,7
4,0,1,4,1,1,5,0,0,0,0,4,4,5,0,6,2,0,2,6,7,7,4,7
4,0,1,4,1,1,5,0,0,0,0,4,0,5,0,6,2,0,2,6,7,7,4,7
4,0,1,4,1,1,5,0,0,0,0,4,0,5,0,6,2,0,4,6,7,7,4,7
4,0,1,4,1,1,5,0,0,0,0,4,0,5,0,6,2,0,4,6,7,4,4,7
4,0,1,4,1,1,5,0,0,0,0,4,0,5,0,6,2,2,4,6,7,4,4,7
4,0,1,4,1,1,5,0,0,0,0,4,0,5,0,6,2,2,4,6,6,4,4,7
4,0,1,4,1,1,5,0,0,0,0,4,0,5,0,6,2,2,4,6,6,4,1,7
4,0,1,4,1,1,5,0,0,0,0,4,0,5,0,6,2,2,4,7,6,4,1,7
4,0,1,4,1,1,5,0,0,0,0,4,0,5,0,6,2,2,5,7,6,4,1,7
