0,0,1,6,1,5,1,2,2,3,2,2,3,0,2,4,6,5,2,5,5,6,6,0,7,5
0,0,2,6,1,5,1,2,2,3,2,2,3,0,2,4,6,5,2,5,5,6,6,0,7,5
0,0,2,6,0,5,1,2,2,3,2,2,3,0,2,4,6,5,2,5,5,6,6,0,7,5
0,0,2,6,0,5,1,2,2,3,2,2,3,0,2,4,6,5,3,5,5,6,6,0,7,5
0,0,2,6,0,5,1,2,2,3,2,2,3,0,3,4,6,5,3,5,5,6,6,0,7,5
0,0,2,6,0,5,1,2,5,3,2,2,3,0,3,4,6,5,3,5,5,6,6,0,7,5
0,0,2,6,0,5,1,2,5,2,2,2,3,0,3,4,6,5,3,5,5,6,6,0,7,5
0,0,2,6,0,5,1,2,5,2,2,2,1,0,3,4,6,5,3,5,5,6,6,0,7,5
0,0,2,6,0,5,1,2,5,2,2,2,1,0,2,4,6,5,3,5,5,6,6,0,7,5
0,0,2,6,0,5,1,2,5,2,2,2,1,0,2,3,6,5,3,5,5,6,6,0,7,5
0,0,2,6,0,5,1,2,5,2,2,2,1,0,2,3,6,5,4,5,5,6,6,0,7,5
0,0,2,6,0,5,1,2,5,2,2,2,1,0,2,3,6,5,4,5,5,5,6,0,7,5
0,0,2,6,0,5,1,2,5,2,2,2,1,0,2,3,6,5,4,5,5,5,6,0,7,3
0,0,2,6,0,5,1,2,5,2,2,2,1,0,2,3,6,5,4,5,6,5,6,0,7,3
0,0,2,6,0,5,1,2,5,2,2,2,1,0,2,3,6,5,4,6,6,5,6,0,7,3
0,0,2,6,0,5,1,2,5,2,2,2,1,0,2,3,6,5,7,6,6,5,6,0,7,3
0,0,2,6,0,5,1,2,5,2,2,2,1,0,2,3,6,5,7,5,6,5,6,0,7,3
0,0,2,6,0,5,1,2,5,2,2,2,1,0,2,3,6,5,7,5,6,5,6,0,7,5
